recording_file,sample_mid,is_positive
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3967,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,2522,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5434,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,6681,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,11787,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,3415,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10332,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9761,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,537,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,2340,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4331,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,7665,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2733,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,6397,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4140,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2880,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,1814,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4411,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11131,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3186,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2697,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7367,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5620,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3820,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2387,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,349,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5452,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5199,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2111,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1197,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10695,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5577,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,573,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4361,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4530,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,6485,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,2936,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,268,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,759,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4475,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1240,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,3973,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,9697,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7556,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4259,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1753,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,862,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11564,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,8075,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1313,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10922,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1213,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,9157,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10349,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4427,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4081,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,5749,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,922,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10313,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2238,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11052,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,6379,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,3279,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2943,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1370,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1766,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4767,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10357,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,6828,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2393,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,5014,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1578,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5226,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,433,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10846,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10285,1
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1235,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10126,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4081,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4351,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,5609,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,871,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3606,1
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1264,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1856,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2528,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,8967,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,6459,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5982,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7095,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4067,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,5165,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3858,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11147,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8517,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11848,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1410,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4027,1
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11899,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5518,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,159,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1181,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8527,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2927,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10811,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,3108,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,494,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,7922,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3532,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,224,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4250,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6440,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,10759,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,26,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9599,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,10356,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1183,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5765,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,727,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1271,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8320,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,5868,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,6100,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,5143,0
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,3379,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11201,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4734,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1492,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,10249,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,5198,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8427,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,5018,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,3399,0
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,1608,1
ARDG_AQUA bream630gr 32cm  281025 1500002.csv,5651,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6259,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1520,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11190,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,1999,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10706,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,5193,0
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,986,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2760,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5809,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7758,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5832,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5694,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10365,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8045,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4927,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4879,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8654,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,544,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11525,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10295,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2550,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1854,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,6562,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,257,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4660,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,582,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10573,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,2563,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7170,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,2941,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1158,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4254,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,6005,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,2044,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,575,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,11429,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,5483,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9130,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7299,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1887,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1897,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4182,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10268,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8924,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,5241,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2773,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,9969,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,8238,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6747,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10017,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,1067,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8177,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,6311,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2069,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,10171,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,11544,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7629,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8691,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3233,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,355,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,3438,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4337,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,2088,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,615,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,1364,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,5877,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11016,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4639,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1746,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5090,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1246,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,11897,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,6134,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,2318,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11869,0
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,1451,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,5418,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8312,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11889,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,6591,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,4002,0
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,568,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6924,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8184,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5176,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5414,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,8414,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,4349,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1414,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8197,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3391,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4512,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,940,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5883,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3487,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,406,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1334,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,8955,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3651,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,4028,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11605,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,9894,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11053,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,11493,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4431,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,6253,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11725,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,3312,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10100,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9382,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4674,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2723,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,128,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7086,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,7225,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5590,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4606,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,1720,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1506,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8474,1
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,856,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2813,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,3362,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10089,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1482,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1369,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11917,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,920,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8091,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5808,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,11407,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2304,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7687,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9694,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,1244,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,787,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4213,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11543,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,9949,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,7775,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1143,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5574,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,11293,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,1795,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1330,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11551,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4757,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5416,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9525,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,9752,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11192,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8223,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,255,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,11405,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,11089,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2886,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4899,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,9914,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,8081,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10411,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,7594,1
ARDG_AQUA bream620 gr31cm  281025 1618004.csv,2612,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1639,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,11893,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5229,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,5587,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4901,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,2365,1
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,33,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3921,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6367,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,3084,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,8814,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,7930,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,3924,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,3551,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10487,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,4498,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,7599,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3229,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6689,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10970,1
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,6718,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2462,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,11539,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,4269,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4116,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,3017,1
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,6674,1
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,590,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,9066,1
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,5933,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8177,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,930,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,1241,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,3424,0
ARDG_AQUA bream 340gr 27cm  281025 1415002.csv,1075,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,8234,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,10627,0
ARDG_AQUA bream 390gr 26cm  281025 1325003.csv,7145,1
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4073,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,11084,1
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,259,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,5795,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2805,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1368,0
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3214,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,11638,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2220,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,3008,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,5219,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,1397,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,4640,0
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,2284,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10659,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,6204,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,6181,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,2629,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,4344,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5418,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,4032,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,4288,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,10376,0
ARDG_AQUA bream556gr 30cm  281025 1500003.csv,1189,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,1478,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,559,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,2301,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,891,0
ARDG_AQUA bream556gr 30cm  281025 1500002.csv,2114,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,5179,0
ARDG_AQUA bream500gr 30cm  281025 1500003.csv,769,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,887,1
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,10080,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,6330,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,5943,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,7175,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10283,1
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,10124,0
ARDG_AQUA bream 280gr 24cm  281025 1425002.csv,5013,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,2654,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,3178,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,7550,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,4624,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,10482,0
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,7225,1
ARDG_AQUA bream 630gr 31cm  281025 1400002.csv,6469,0
ARDG_AQUA bream 580gr 30 sm  281025 1254002.csv,4140,1
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,7711,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,1428,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,6697,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,9317,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,629,0
ARDG_AQUA bream150gr21cm  281025 1548002.csv,960,0
ARDG_AQUA bream 390gr 26cm  281025 1325005.csv,10476,1
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,10982,0
ARDG_AQUA bream350 gr27cm  281025 1548002.csv,1101,0
ARDG_AQUA bream 580gr 30 sm  281025 1254003.csv,4421,0
ARDG_AQUA bream500gr 30cm  281025 1500002.csv,8299,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,2216,0
ARDG_AQUA bream620 gr31cm  281025 1618003.csv,9892,1
ARDG_AQUA bream 680gr 33 sm  281025 1208003.csv,6428,1
ARDG_AQUA bream150gr21cm  281025 1548002.csv,4121,0
ARDG_AQUA bream 150gr 21 sm  281025 1132004.csv,4544,1
ARDG_AQUA bream 800gr 36cm  281025 1453002.csv,3608,0
ARDG_AQUA bream 310gr 23 sm  281025 1233002.csv,2128,0
ARDG_AQUA bream 150gr 21 sm  281025 1132002.csv,9679,0
